FeatureCode,DateCode,Measurement,Units,Value,Distance to Nearest Green or Blue Space,Age,Gender,Urban Rural Classification,SIMD quintiles,Type Of Tenure,Household Type,Ethnicity
S12000013,2014,Percent,Percent Of Adults,71,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000039,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,67.4,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000005,2014,Percent,Percent Of Adults,88,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000035,2016,Percent,Percent Of Adults,24,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000014,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,21.4,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000014,2016,Percent,Percent Of Adults,19,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000039,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,56.3,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000036,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.9,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000005,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,65.2,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000026,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,80.0,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000039,2013,Percent,Percent Of Adults,50,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000010,2013,Percent,Percent Of Adults,86,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S92000003,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,69.8,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000036,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,15.1,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000050,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,51.8,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000039,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,62.8,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000028,2015,Percent,Percent Of Adults,82,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,11.0,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000034,2018,Percent,Percent Of Adults,81,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000033,2015,Percent,Percent Of Adults,61,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,2015,Percent,Percent Of Adults,8,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000041,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000008,2018,Percent,Percent Of Adults,78,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000013,2018,Percent,Percent Of Adults,4,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000039,2014,Percent,Percent Of Adults,29,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000008,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,88.5,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000014,2017,Percent,Percent Of Adults,14,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000036,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,25.4,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000017,2013,Percent,Percent Of Adults,10,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000041,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,7.8,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000049,2013,Percent,Percent Of Adults,24,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000014,2017,Percent,Percent Of Adults,14,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000029,2017,Percent,Percent Of Adults,12,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000014,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.8,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000048,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,85.6,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000041,2013,Percent,Percent Of Adults,3,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000020,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000042,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,29.2,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000034,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,15.9,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000005,2015,Percent,Percent Of Adults,77,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000036,2013,Percent,Percent Of Adults,20,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000005,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,82.5,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000039,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,17.8,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000050,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,36.8,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,2015,Percent,Percent Of Adults,68,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000041,2013,Percent,Percent Of Adults,92,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000039,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,41.2,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000038,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,75.6,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000049,2018,Percent,Percent Of Adults,58,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000050,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,13.2,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000005,2013,Percent,Percent Of Adults,72,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000038,2016,Percent,Percent Of Adults,69,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000010,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,94.6,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000027,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.4,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000010,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,90.5,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000018,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.1,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000005,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,86.0,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000036,2015,Percent,Percent Of Adults,18,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000017,2016,Percent,Percent Of Adults,15,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000005,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,99.0,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000042,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,46.4,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000039,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,36.3,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000014,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,5.7,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000017,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,16.6,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000010,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,79.2,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000019,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,13.6,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000026,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,71.3,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000033,2014,Percent,Percent Of Adults,71,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000026,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,86.7,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000028,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,79.3,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000045,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,58.9,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000021,2015,Percent,Percent Of Adults,77,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000018,2016,Percent,Percent Of Adults,69,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000048,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,81.5,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000028,2016,Percent,Percent Of Adults,73,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000020,2013,Percent,Percent Of Adults,73,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000048,2014,Percent,Percent Of Adults,71,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000045,2015,Percent,Percent Of Adults,67,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000030,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,60.4,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000018,2015,Percent,Percent Of Adults,28,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000030,2015,Percent,Percent Of Adults,72,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000028,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,59.5,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000026,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,All,All,All,Owned Outright,All,All
S12000028,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,63.3,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000018,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,57.0,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000026,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,64.5,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000050,2013,Percent,Percent Of Adults,21,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000017,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,74.0,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000020,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,85.6,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000030,2017,Percent,Percent Of Adults,76,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000020,2014,Percent,Percent Of Adults,62,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000048,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,67.5,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000048,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,76.2,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000048,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,61.4,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000026,2017,Percent,Percent Of Adults,74,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000019,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,63.7,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S92000003,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,70.7,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000040,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,7.7,Don't Know,All,All,All,All,Owned Outright,All,All
S12000033,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,54.0,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000036,2018,Percent,Percent Of Adults,0,Don't Know,All,All,All,All,Owned Outright,All,All
S12000041,2018,Percent,Percent Of Adults,2,Don't Know,All,All,All,All,Owned Outright,All,All
S12000014,2015,Percent,Percent Of Adults,47,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000008,2017,Percent,Percent Of Adults,1,Don't Know,All,All,All,All,Owned Outright,All,All
S12000018,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,38.0,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000014,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,53.4,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000035,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,7.4,Don't Know,All,All,All,All,Owned Outright,All,All
S12000050,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,73.7,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000018,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,62.9,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000042,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,74.9,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000034,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,48.5,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000035,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.3,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S92000003,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,1.4,Don't Know,All,All,All,All,Owned Outright,All,All
S12000036,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,0.5,Don't Know,All,All,All,All,Owned Outright,All,All
S12000026,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,92.9,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000030,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,74.5,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000026,2016,Percent,Percent Of Adults,83,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000033,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,75.0,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000030,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,67.0,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000020,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,88.0,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000033,2017,Percent,Percent Of Adults,52,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000041,2015,Percent,Percent Of Adults,13,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000019,2016,Percent,Percent Of Adults,78,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000034,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.7,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000042,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,69.9,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000028,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,67.3,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000020,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.8,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000028,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,86.0,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000049,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,72.8,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000040,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,23.5,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,41.8,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000017,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,4.0,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000049,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,51.6,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000039,2014,Percent,Percent Of Adults,54,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000045,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,0,Don't Know,All,All,All,All,Owned Mortgage/Loan,All,All
S12000049,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,65.4,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000011,2017,Percent,Percent Of Adults,26,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000021,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,6.4,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000041,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,85.0,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000036,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,80.0,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000017,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,20.1,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000005,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,60.7,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000035,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,76.8,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000014,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,8.2,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000026,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,16.0,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000006,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.7,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000005,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,95.9,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000013,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,67.7,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000033,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,78.5,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000038,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.2,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000040,2013,Percent,Percent Of Adults,74,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000050,2017,Percent,Percent Of Adults,26,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000013,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,84.3,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000017,2017,Percent,Percent Of Adults,10,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000036,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,78.8,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000035,2015,Percent,Percent Of Adults,68,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000013,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,27.2,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000038,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,50.0,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000035,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,9.3,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000045,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,7.4,Don't Know,All,All,All,All,Owned Mortgage/Loan,All,All
S12000027,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,71.5,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S92000003,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,66.9,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000020,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,72.0,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000047,2017,Percent,Percent Of Adults,80,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000049,2015,Percent,Percent Of Adults,53,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000027,2013,"95% Lower Confidence Limit, Percent",Percent Of Adults,78.9,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000045,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,56.8,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S92000003,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,68.7,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000018,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,12.0,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000018,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,50.4,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000050,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,61.6,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000027,2013,Percent,Percent Of Adults,86,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000017,2017,Percent,Percent Of Adults,81,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000042,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,40.2,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000030,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,82.9,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000029,2016,Percent,Percent Of Adults,22,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000021,2014,Percent,Percent Of Adults,71,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S92000003,2014,Percent,Percent Of Adults,69,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000041,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,13.5,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000026,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000008,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,7.1,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000013,2014,"95% Lower Confidence Limit, Percent",Percent Of Adults,57.9,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000049,2016,Percent,Percent Of Adults,26,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000042,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,23.9,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000026,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,89.7,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000049,2014,Percent,Percent Of Adults,0,Don't Know,All,All,All,All,Owned Outright,All,All
S12000050,2014,"95% Upper Confidence Limit, Percent",Percent Of Adults,31.3,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000017,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,87.5,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S92000003,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,68.6,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000027,2013,"95% Upper Confidence Limit, Percent",Percent Of Adults,92.9,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000028,2013,Percent,Percent Of Adults,77,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000049,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Don't Know,All,All,All,All,Owned Mortgage/Loan,All,All
S12000005,2015,Percent,Percent Of Adults,18,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000006,2015,"95% Upper Confidence Limit, Percent",Percent Of Adults,95.6,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000028,2018,"95% Lower Confidence Limit, Percent",Percent Of Adults,65.5,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
S12000006,2017,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,An 11 minute walk or more,All,All,All,All,Owned Mortgage/Loan,All,All
S12000005,2016,"95% Lower Confidence Limit, Percent",Percent Of Adults,6.9,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000038,2017,Percent,Percent Of Adults,31,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000048,2017,Percent,Percent Of Adults,19,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000023,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,5.0,Don't Know,All,All,All,All,Owned Mortgage/Loan,All,All
S12000048,2018,Percent,Percent Of Adults,6,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000010,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,0.0,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000030,2018,Percent,Percent Of Adults,17,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000040,2015,"95% Lower Confidence Limit, Percent",Percent Of Adults,18.2,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S92000003,2017,"95% Upper Confidence Limit, Percent",Percent Of Adults,1.0,Don't Know,All,All,All,All,Owned Mortgage/Loan,All,All
S12000048,2018,"95% Upper Confidence Limit, Percent",Percent Of Adults,11.4,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000008,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,23.2,Within a 6-10 minute walk,All,All,All,All,Owned Mortgage/Loan,All,All
S12000038,2016,"95% Upper Confidence Limit, Percent",Percent Of Adults,80.7,A 5 minute walk or less,All,All,All,All,Owned Mortgage/Loan,All,All
